id,usuario_id,tipo_moneda,cantidad,valor_actual
149,9482,USDT,"52163,86126341",1
150,6721,USDT,"34363,65197798",1
151,11307,SOL,"112,52964739","122,63"
152,7312,ADA,"92982,29254875","0,59"
153,2157,ADA,"39823,03639212","1,43"
154,332,BNB,"25,26149908","427,43"
155,11956,BNB,"13,41980745","269,28"
156,7866,SOL,"41,96208337","119,82"
157,10191,USDT,"78610,14462024",1
158,4850,XRP,"38849,95257922","0,74"
159,5799,DOT,"341,18121914","23,12"
160,3768,USDT,"60978,9911432",1
161,10468,DOT,"344,05116578","15,86"
162,8677,BTC,"1,08200107","53822,84"
163,4808,XRP,"15782,17617713","0,67"
164,8564,SOL,"405,74907446","54,64"
165,3782,XRP,"48861,74985086","0,41"
166,7979,XRP,"25028,73513588","1,71"
167,5914,XRP,"18432,17436476","1,87"
168,1121,ADA,"50287,92971985","1,03"
169,11271,XRP,"2589,67984447","0,96"
170,4124,DOT,"573,95679173","24,19"
171,1768,BNB,"32,3453235","279,77"
172,10365,SOL,"124,28181321","144,28"
173,7680,ADA,"33724,46015243","0,36"
174,10673,BTC,"1,28441714","54893,75"
175,6928,DOT,"535,57057754","13,35"
176,2409,USDT,"32590,84394506",1
177,4307,BTC,"1,39027262","66987,48"
178,3520,ADA,"70577,83004034","1,38"
179,12384,SOL,"364,94917915","60,96"
180,3673,ADA,"28516,39352352","1,49"
181,9404,XRP,"2179,88378262","0,32"
182,6553,USDT,"19832,0985409",1
183,3848,BNB,"15,14461267","459,7"
184,1660,BNB,"14,12952699","227,65"
185,10877,ADA,"80739,3815892","0,92"
186,12159,XRP,"20326,58375003","1,65"
187,6901,BTC,"1,71006592","62850,89"
188,5361,SOL,"77,00848661","44,22"
189,2411,BNB,"48,62015508","273,34"
190,1149,ETH,"4,03710328","1564,66"
191,3205,SOL,"273,5091228","27,53"
192,9921,XRP,"34944,27907725","1,88"
193,8680,ETH,"2,82619723","3107,57"
194,6264,BNB,"25,77960411","424,6"
195,2353,DOT,"225,70904355","7,89"
196,6661,XRP,"19539,76752034","0,62"
197,6976,DOT,"868,57200911","9,31"
198,6227,ETH,"1,26066201","2650,26"
199,4676,BTC,"1,33514934","50590,18"
200,11122,BNB,"19,53540585","214,17"
201,8001,ETH,"5,92863893","2312,16"
202,10158,BNB,"47,96169509","253,94"
203,6997,DOT,"141,43189983","21,98"
204,10956,ETH,"3,31092051","1745,53"
205,3712,DOT,"430,77514678","7,42"
206,1580,BTC,"0,16920369","43431,6"
207,6690,ETH,"1,34416308","1602,95"
208,667,BNB,"40,84719237","270,54"
209,9042,SOL,"335,82584537","36,09"
210,5369,ADA,"32744,91980373","0,78"
211,11912,BTC,"0,17395961","41938,09"
212,11733,ADA,"23454,97373648","0,97"
213,1982,ADA,"91617,07659835","1,47"
214,7125,SOL,"185,36840998","43,45"
215,8752,BTC,"1,80800106","50495,66"
216,3904,BTC,"2,40143654","55190,87"
217,8081,ADA,"7997,69383221","1,16"
218,10631,SOL,"222,41462988","38,83"
219,527,BNB,"19,9595994","403,51"
220,2279,BNB,"36,11765872","328,21"
221,7292,ADA,"65351,84811922","0,96"
222,228,USDT,"38735,06314286",1
223,11788,USDT,"78012,17633751",1
224,6691,USDT,"99991,33488355",1
225,1657,ETH,"8,92773816","1683,98"
226,2367,ADA,"36121,55810511","0,6"
227,2092,ADA,"51946,7570145","0,96"
228,9986,ETH,"9,75163656","2324,47"
229,8597,ADA,"43956,38462585","0,58"
230,1983,ETH,"6,19355787","3830,74"
231,4559,XRP,"40882,66668415","1,8"
232,1751,USDT,"82029,79271562",1
233,8080,ADA,"20973,48798786","1,4"
234,1350,USDT,"80296,14814959",1
235,7550,ADA,"42136,04428882","1,23"
236,4688,ADA,"6501,20401734","0,33"
237,5773,XRP,"13313,04597367","0,39"
238,1610,BNB,"43,75260362","293,42"
239,970,SOL,"496,53352858","139,8"
240,2726,ADA,"88023,50877179","0,54"
241,7081,DOT,"45,92182346","4,44"
242,7383,USDT,"66610,65886694",1
243,7681,DOT,"578,71214944","7,18"
244,3720,XRP,"35559,94165424","1,9"
245,5767,BNB,"4,49364571","212,82"
246,3019,ADA,"70133,62722757","0,55"
247,9638,USDT,"85532,54353043",1
248,1906,BTC,"2,51236704","63915,17"
249,1245,SOL,"192,22992628","139,14"
250,10311,XRP,"48713,29864835","1,42"
251,9442,ETH,"0,43600858","1880,59"
252,1718,USDT,"78207,87570466",1
253,5,SOL,"255,10231366","147,04"
254,3893,XRP,"42230,9514115","1,21"
255,1820,ETH,"9,91328159","3812,6"
256,1971,USDT,"51979,25168217",1
257,3214,ETH,"4,54100904","3138,12"
258,2209,DOT,"30,42143039","9,52"
259,8421,SOL,"323,9804231","71,16"
260,10254,SOL,"99,4210891","27,14"
261,8183,ETH,"4,90880637","2431,13"
262,327,USDT,"90428,77321058",1
263,723,ETH,"2,31605663","2459,24"
264,819,ETH,"7,63561865","2720,28"
265,4335,BNB,"43,98126437","438,71"
266,13,SOL,"157,72019185","128,85"
267,4890,ADA,"33790,88565836","0,88"
268,1727,ETH,"7,28822967","3601,58"
269,5417,USDT,"36907,79795662",1
270,902,USDT,"68549,3903886",1
271,7637,BNB,"25,436477","396,21"
272,8898,BTC,"1,41184459","48300,72"
273,7789,DOT,"225,57858523","12,39"
274,8457,XRP,"15935,81913913","1,38"
275,3741,ETH,"9,80300872","2608,53"
276,6892,ETH,"0,38102063","3929,55"
277,1753,SOL,"389,17795621","194,71"
278,8397,DOT,"729,76099656","21,09"
279,2707,SOL,"332,82014887","25,88"
280,3556,DOT,"203,13060936","17,9"
281,12372,XRP,"31971,45267455","0,32"
282,6235,USDT,"26924,10500049",1
283,2216,ADA,"67417,42317996","0,72"
284,11933,ETH,"5,58450111","3941,93"
285,4829,DOT,"515,89665347","11,79"
286,3691,ETH,"7,9858957","1958,63"
287,11912,BNB,"34,90214409","421,13"
288,6531,XRP,"3671,51973695","1,17"
289,8454,ETH,"1,96037806","1724,1"
290,3566,SOL,"87,5384155","34,83"
291,313,XRP,"40907,65976711","1,41"
292,10014,XRP,"47476,81071806","1,51"
293,3006,BTC,"0,28184475","48973,74"
294,3116,XRP,"18827,42488006","1,74"
295,8722,SOL,"174,65247407","79,96"
296,1494,ETH,"0,27060377","2479,59"
297,7159,BTC,"2,47570563","64116,12"
298,8865,ADA,"15179,16166675","1,03"
299,2061,BNB,"26,72431107","459,7"
300,7174,DOT,"838,53742472","7,58"
301,2772,DOT,"558,55499414","21,67"
302,8538,BNB,"23,18285246","436,67"
303,10479,DOT,"463,77869141","23,02"
304,12093,ADA,"7941,68393689","0,77"
305,8134,ETH,"9,06479137","3026,55"
306,11295,XRP,"28315,81216391","1,34"
307,3852,BNB,"38,71395939","248,3"
308,4890,DOT,"509,72416269","17,9"
309,6609,BNB,"38,85602927","252,49"
310,6758,BNB,"45,40298998","325,17"
311,2608,ETH,"5,83283946","2869,28"
312,5436,DOT,"694,52403459","23,62"
313,10397,SOL,"349,83246497","43,1"
314,5903,XRP,"7732,57942806","1,07"
315,4659,BNB,"30,66668264","258,86"
316,2769,BTC,"2,25050096","49272,91"
317,7882,DOT,"26,72304187","6,49"
318,1507,USDT,"32585,38110659",1
319,1531,SOL,"107,84119055","51,46"
320,9440,XRP,"8610,36421026","1,97"
321,10081,BTC,"1,81818648","47111,4"
322,5225,XRP,"44547,95076994","0,7"
323,7187,USDT,"45062,0145752",1
324,2249,XRP,"47854,57628539","1,35"
325,8728,XRP,"21599,3211694","1,32"
326,10438,USDT,"19252,16771908",1
327,9626,DOT,"506,26404285","24,77"
328,9296,BNB,"7,95130386","250,6"
329,11717,ETH,"0,94536122","3070,37"
330,7855,BTC,"1,4965931","62984,73"
331,9356,XRP,"11572,80174062","1,38"
332,4900,XRP,"45980,94182652","1,99"
333,2975,ADA,"25157,41643891","0,66"
334,10406,USDT,"61737,05777756",1
335,5796,ETH,"4,10114695","2256,23"
336,916,ETH,"1,85594628","2307,99"
337,4576,XRP,"27231,48372377","0,46"
338,6761,BTC,"0,42435838","50024,25"
339,648,DOT,"850,84726872","5,56"
340,8448,DOT,"990,89229844","11,2"
341,6267,BNB,"48,72652448",488
342,5128,ADA,"26747,11226941","0,93"
343,6419,BTC,"1,9318033","50402,62"
344,9068,DOT,"388,01182088","6,92"
345,6342,SOL,"103,57282683","101,56"
346,5206,BNB,"36,84330384","328,49"
347,10808,USDT,"25844,87417434",1
348,9731,XRP,"34366,90951987","0,31"
349,1596,DOT,"226,23131503","16,15"
350,7310,SOL,"222,45918641","148,39"
351,6182,BTC,"1,95780772","50103,2"
352,11202,BTC,"0,71237808","47785,63"
353,10348,USDT,"49158,15274565",1
354,12275,USDT,"24202,87494811",1
355,842,ADA,"78325,004772","0,96"
356,11543,XRP,"28168,60094931","0,74"
357,4369,SOL,"396,87947736","33,51"
358,11830,DOT,"999,6486891","9,65"
359,8620,SOL,"84,05243772","95,14"
360,2929,DOT,"619,52511692","4,22"
361,7786,DOT,"768,69877598","8,04"
362,11973,DOT,"41,68373118","21,88"
363,1037,SOL,"488,40192942","43,63"
364,5757,BNB,"1,00342661","487,83"
365,9680,DOT,"537,99064863","13,92"
366,12383,BNB,"16,22126261","317,68"
367,824,BNB,"25,82382996","264,06"
368,1122,BTC,"1,99108905","55501,92"
369,7135,ADA,"27971,17782573","0,86"
370,11874,XRP,"16044,18257764","0,72"
371,2834,SOL,"316,97190718","192,27"
372,543,DOT,"854,49410287","18,67"
373,10838,SOL,"307,09145415","172,63"
374,1182,XRP,"47773,68761866","1,62"
375,998,ETH,"1,71364758","1989,78"
376,3245,XRP,"12305,43688145","1,3"
377,2117,BNB,"29,44631547","284,51"
378,12149,ADA,"91085,81556928","0,88"
379,3724,SOL,"79,18691712","109,47"
380,7220,USDT,"14435,99387615",1
381,2397,SOL,"196,74922745","108,74"
382,3675,BNB,"16,43367425","262,85"
383,3488,USDT,"87254,42101661",1
384,7141,XRP,"6848,61178623","1,29"
385,6257,XRP,"37435,970754","1,87"
386,2308,BNB,"47,7965307","400,44"
387,2960,BTC,"2,58857844","50239,35"
388,2123,XRP,"19871,5079237","1,94"
389,4121,ADA,"64858,31579808","0,76"
390,3024,USDT,"83969,45549141",1
391,6187,BNB,"17,89503366","417,27"
392,10854,BTC,"0,55539466","53122,9"
393,1856,DOT,"983,10942996","18,74"
394,10052,DOT,"19,41115242","23,56"
395,843,XRP,"3143,60895354","1,52"
396,318,USDT,"33587,77928073",1
397,1618,BNB,"9,49456777","273,89"
398,11724,BTC,"0,21012877","46520,98"
399,2313,USDT,"69237,78907341",1
400,8896,DOT,"581,30830591","17,75"
401,2356,ETH,"4,22883725","2653,44"
402,9444,SOL,"423,69140862","138,99"
403,2417,USDT,"91528,15314894",1
404,1596,XRP,"27792,86946627","0,72"
405,9177,USDT,"8522,28256322",1
406,12363,ADA,"9506,43814887","0,58"
407,8774,ADA,"37272,16642107","0,74"
408,12191,BNB,"25,70954575","293,54"
409,5547,ADA,"7895,47791192","1,1"
410,11311,XRP,"12269,18101276","1,75"
411,1379,BNB,"27,78972196","345,65"
412,6742,BTC,"2,50944719","43024,89"
413,1200,XRP,"9855,27499387","1,73"
414,3223,BTC,"2,75319148","61751,58"
415,4221,SOL,"363,86996058","47,48"
416,11032,USDT,"62308,31836788",1
417,3628,ADA,"85503,85541761","0,38"
418,5792,BTC,"2,59596215","48234,49"
419,10883,ETH,"2,6190967","3164,32"
420,5072,DOT,"339,27058796","5,78"
421,4808,ETH,"7,83143922","3973,14"
422,10982,ADA,"53327,12433808","0,97"
423,4294,DOT,"633,07501955","22,13"
424,11353,ADA,"16932,07062947","1,23"
425,9568,DOT,"315,28643343","5,06"
426,11010,DOT,"395,72859075","18,39"
427,109,SOL,"268,25552781","184,39"
428,3498,ADA,"66889,62602718","0,96"
429,9417,BTC,"2,17638981",43226
430,4835,USDT,"13888,44574505",1
431,11440,DOT,"722,98357405","5,67"
432,9197,USDT,"80184,52085738",1
433,1592,ADA,"33793,407026","0,68"
434,7039,XRP,"14789,90991919","0,72"
435,7020,BTC,"2,66101702","51800,04"
436,10101,BTC,"0,78586656","65331,48"
437,2375,DOT,"670,45135117","7,74"
438,11448,BNB,"10,90203659","403,73"
439,1083,ADA,"13151,8572865","0,52"
440,10385,XRP,"17831,02261467","0,7"
441,3228,DOT,"752,50107165","3,17"
442,2491,BTC,"2,57587546","46657,79"
443,10025,USDT,"81384,79369637",1
444,2000,BNB,"48,92282798","465,14"
445,5046,BTC,"2,56555007","50928,35"
446,5367,XRP,"44655,76469213","1,57"
447,1652,ETH,"1,93485496","2649,3"
448,1480,BTC,"2,43881125","44432,97"
449,7139,USDT,"96262,88221973",1
450,4392,BTC,"0,17772527","42699,85"
451,33,DOT,"669,03864717","23,83"
452,369,SOL,"91,01331007","95,9"
453,2408,ETH,"0,2486945","3232,9"
454,2931,ADA,"21260,14771527","1,06"
455,5459,SOL,"371,74834065","123,74"
456,3012,USDT,"17341,21187354",1
457,9596,DOT,"19,88312709","21,66"
458,12246,DOT,"784,67612855","22,7"
459,10585,ADA,"83710,59573244","1,26"
460,78,DOT,"702,17727444","22,36"
461,2911,SOL,"335,7145246","24,14"
462,39,DOT,"956,27611398","17,53"
463,3440,DOT,"454,58791755","7,55"
464,6601,ETH,"5,67896938","3007,32"
465,3169,ETH,"6,53810614","1994,14"
466,9070,BNB,"8,67977862","323,72"
467,6285,USDT,"58459,03247218",1
468,7458,ADA,"43513,20859253","0,4"
469,11914,XRP,"20349,94006532","1,69"
470,10994,SOL,"284,25889142","192,13"
471,468,XRP,"7635,03314279","1,56"
472,6655,ETH,"9,17153005","3179,88"
473,1235,BNB,"45,06167788","216,13"
474,11266,XRP,"49563,36492198","1,33"
475,4120,BNB,"15,5089511","309,81"
476,12319,USDT,"30839,51177296",1
477,4327,BTC,"0,9037899","48524,61"
478,1007,ETH,"5,40472056","2393,63"
479,517,ADA,"90695,24262886","0,95"
480,3191,DOT,"518,90901937","5,8"
481,11228,SOL,"273,31888191","69,03"
482,10343,BNB,"44,72060975","264,49"
483,2679,DOT,"975,93089301","8,41"
484,9041,ADA,"41551,65493969","0,9"
485,2764,ADA,"51959,47457189","0,34"
486,7292,ETH,"8,94873543","2414,07"
487,2915,SOL,"161,71773109","118,99"
488,1459,BTC,"0,34766298",60190
489,4761,USDT,"90580,98070537",1
490,3646,SOL,"456,68575372","152,09"
491,2820,DOT,"286,30213068","14,89"
492,7057,BNB,"43,63284444","297,05"
493,9745,SOL,"431,44873824","96,39"
494,7464,DOT,"489,1445588","4,24"
495,1393,ETH,"8,97170713","2886,23"
496,1133,ADA,"95720,25566682","1,4"
497,9945,ADA,"28713,52954417","0,45"
498,8417,SOL,"72,30777333","141,26"
499,8385,ETH,"6,30769558","3160,52"
500,12119,SOL,"38,724344","39,93"
501,4467,XRP,"2743,73974389","1,05"
502,1565,USDT,"51519,17230138",1
503,3578,BNB,"26,1558972","253,87"
504,725,BTC,"2,98018763","56417,66"
505,8141,ETH,"2,45721192","1590,38"
506,1262,BNB,"23,91424116","314,35"
507,4322,SOL,"23,92352526","97,24"
508,10927,ETH,"8,13046387","3027,72"
509,8970,ETH,"0,17820123","3327,91"
510,7569,SOL,"77,24607604","178,77"
511,4940,DOT,"819,95187971","12,02"
512,5496,BTC,"0,68526661","58879,08"
513,3277,XRP,"38463,41324498","1,83"
514,5486,ETH,"8,82985644","3002,26"
515,5122,DOT,"779,82836259","22,67"
516,7379,ADA,"98329,44745746","0,46"
517,10029,BNB,"5,55348598","475,28"
518,5381,BNB,"19,02915984","305,67"
519,7978,ETH,"6,40600572","3384,43"
520,294,ETH,"4,66480903","2179,35"
521,8731,SOL,"360,33287761","166,8"
522,11370,SOL,"449,32825861","53,16"
523,2935,XRP,"36603,01616056","1,19"
524,821,SOL,"457,51011532","111,68"
525,9791,DOT,"336,72914266","11,3"
526,1911,SOL,"118,91898299","158,5"
527,7266,SOL,"287,51026157","177,34"
528,9303,XRP,"36208,34717752","1,11"
529,5543,DOT,"926,43581952","4,36"
530,6229,BTC,"0,9232887","51937,19"
531,8100,SOL,"92,16368504","70,38"
532,11834,ETH,"7,47415411","1880,5"
533,4591,ETH,"3,59885389","3720,37"
534,9263,BNB,"30,48277197","313,68"
535,9270,ADA,"90938,81138142","0,94"
536,7140,ADA,"14041,89468672","1,23"
537,8972,BTC,"0,28976794","46696,71"
538,10694,BTC,"2,44999956","46920,06"
539,3134,ETH,"9,08181751","2300,72"
540,3914,ADA,"5413,68308803","1,41"
541,12006,BNB,"8,6608628","399,48"
542,796,ADA,"72279,7850441","0,73"
543,5412,XRP,"31222,06993662","0,75"
544,1933,BTC,"2,34384683","48893,2"
545,12175,ADA,"42111,71535444","0,71"
546,4445,USDT,"77590,95291185",1
547,1789,ADA,"19008,08708308","1,3"
548,666,ADA,"81642,72083419","0,97"
549,9427,SOL,"127,2942139","86,03"
550,3420,BNB,"2,64587845","433,44"
551,8429,BTC,"0,52446707","64354,89"
552,11156,USDT,"64316,35758792",1
553,6079,BNB,"11,1783192","336,45"
554,10465,BNB,"26,79430092","351,45"
555,10078,USDT,"17155,87745143",1
556,8930,BNB,"30,6302396","348,93"
557,8224,ETH,"4,75444405","2424,65"
558,11023,ETH,"6,61948109","3387,22"
559,4921,SOL,"168,090874","26,75"
560,4717,BTC,"1,91913941","55232,66"
561,9250,DOT,"267,71642161","22,55"
562,3990,SOL,"343,35047052","151,79"
563,8865,USDT,"24061,49414537",1
564,6274,USDT,"3103,37987131",1
565,5864,DOT,"10,24341831","19,4"
566,5798,USDT,"42078,79413808",1
567,1333,SOL,"353,70621187","166,39"
568,9621,SOL,"393,4259643","87,09"
569,1837,ADA,"88434,05845552","1,37"
570,5987,SOL,"261,17071468","176,3"
571,6219,XRP,"37510,51976411","1,58"
572,5889,BTC,"2,2072544","45555,45"
573,6862,SOL,"406,91516754","160,04"
574,4327,XRP,"13686,33272108","1,74"
575,10699,ADA,"32231,37291843","0,99"
576,6812,USDT,"76349,63404584",1
577,2680,BTC,"1,42598473","69516,04"
578,3186,SOL,"72,47845027","93,62"
579,2000,DOT,"40,32451762","22,71"
580,5250,ETH,"5,27979893","3915,03"
581,6307,USDT,"65399,52501359",1
582,6179,DOT,"84,02430962","10,87"
583,6243,BTC,"1,4190954","49735,87"
584,1738,ETH,"5,83987002","2994,56"
585,11572,SOL,"462,22501127","79,07"
586,3756,ADA,"59534,06582024","0,82"
587,9834,BNB,"13,19824398","252,96"
588,4312,ADA,"27414,75686597","1,14"
589,4662,BNB,"15,90074474","240,05"
590,3163,ETH,"9,41668945","1861,32"
591,1695,XRP,"3956,10148623","0,47"
592,747,BNB,"49,03327956","312,58"
593,11455,BNB,"42,4888156","287,84"
594,8775,ETH,"5,48195517","2453,37"
595,6408,DOT,"883,40023162","19,45"
596,9768,DOT,"984,85371586","12,39"
597,4366,SOL,"218,04568102","33,37"
598,11983,DOT,"292,02498596","5,76"
599,4615,DOT,"519,75179345","9,58"
600,10983,DOT,"531,56127278","14,31"
601,2844,ETH,"3,33594588","1676,39"
602,2350,ADA,"3712,91993299","0,33"
603,6459,ETH,"3,08984018","2006,04"
604,6622,USDT,"60831,6060437",1
605,4411,BNB,"36,68224395","389,83"
606,7857,SOL,"435,27982549","167,26"
607,3600,DOT,"908,13462792","4,66"
608,2876,BTC,"2,21102614","62276,04"
609,11266,USDT,"85678,16861111",1
610,3411,ETH,"2,93578169","3975,19"
611,5598,ETH,"2,15225881","3007,18"
612,1460,DOT,"613,0234937","24,78"
613,4699,ETH,"2,95968774","3596,81"
614,6375,BNB,"14,22219313","242,07"
615,9512,XRP,"18776,04584319","1,62"
616,7534,XRP,"14386,17304877","0,98"
617,2504,BNB,"38,57029863","255,44"
618,6962,XRP,"38109,52724527","1,97"
619,11362,XRP,"43164,775796","1,44"
620,3897,ADA,"99837,00002596","0,78"
621,9995,USDT,"24602,6797489",1
622,9328,USDT,"53405,07905061",1
623,9833,BNB,"24,13161848","278,93"
624,5110,BNB,"45,07440765","334,61"
625,9618,DOT,"806,19118513","19,53"
626,5561,ADA,"61708,54922014","1,29"
627,777,BNB,"26,30509743","270,54"
628,1585,USDT,"93516,44778611",1
629,3906,ETH,"7,28065968","3239,37"
630,11511,DOT,"719,81593182","10,2"
631,2792,ADA,"54464,14148127","0,36"
632,10077,SOL,"122,71026881","146,65"
633,4230,ADA,"63096,80404846","0,75"
634,5107,BTC,"1,73316466","48324,16"
635,10115,USDT,"14261,50577594",1
636,2993,DOT,"701,89308569","21,9"
637,995,SOL,"82,69799448","64,24"
638,9384,DOT,"608,7185907","19,36"
639,3915,BTC,"2,85783159","69145,09"
640,5909,BNB,"42,04832928","327,79"
641,1658,BTC,"0,46264162","42264,65"
642,1850,USDT,"56101,48477761",1
643,5944,SOL,"205,65498769","160,46"
644,10100,USDT,"94761,26220715",1
645,11875,ETH,"8,27516386","2302,5"
646,3025,BTC,"2,3257292","65955,25"
647,339,BTC,"2,19919816","58693,07"
648,6582,USDT,"66139,87218453",1
649,2655,XRP,"13455,57949358","0,62"
650,9666,SOL,"30,10221874","148,96"
651,2808,BTC,"2,42633851","59619,59"
652,3710,SOL,"414,96887803","176,02"
653,1105,ADA,"13078,49782417","1,3"
654,7217,BNB,"29,68778884","439,41"
655,10015,XRP,"36424,54649894","1,24"
656,10458,SOL,"471,00754016","149,16"
657,10195,XRP,"5873,35788425","1,43"
658,7319,BNB,"34,02275679","316,93"
659,1810,BNB,"4,75793956","284,29"
660,1598,USDT,"78481,18624581",1
661,3894,ADA,"66177,7519891","1,25"
662,1749,BNB,"49,11261658","206,49"
663,2606,DOT,"95,24808983","18,56"
664,5677,DOT,"882,61302768","3,61"
665,3130,ADA,"52510,83512482","0,82"
