id,usuario_id,monto,fecha_inicio,fecha_fin,estado,tipo
123,4089,39234.69,2021-07-07,2023-06-27,Pagado,Personal
124,10392,8677.96,2025-02-09,2029-01-19,Activo,Hipotecario
125,11090,31601.48,2022-10-23,2025-10-07,Pagado,Hipotecario
126,3565,32871.51,2023-06-08,2023-12-05,Moroso,Personal
127,10178,45296.01,2021-06-28,2025-06-07,Moroso,Estudiantil
128,5478,7589.88,2023-01-14,2024-01-09,Pagado,Personal
129,10671,20635.92,2024-03-28,2024-09-24,Moroso,Personal
130,8084,16646.66,2021-11-20,2024-11-04,Moroso,Hipotecario
131,8134,35305.86,2024-05-26,2026-05-16,Pagado,Automotriz
132,11903,44509.51,2020-07-27,2021-07-22,Moroso,Estudiantil
133,8809,35517.44,2022-10-13,2024-10-02,Pagado,Estudiantil
134,8696,15483.64,2024-10-19,2025-10-14,Moroso,Personal
135,4575,38387.48,2022-01-23,2022-07-22,Pagado,Personal
136,5445,32039.61,2024-11-10,2028-10-20,Moroso,Hipotecario
137,2392,40736.58,2021-06-12,2023-06-02,Pagado,Personal
138,6369,12497.80,2023-01-30,2024-01-25,Activo,Personal
139,4077,15611.21,2024-11-10,2025-11-05,Activo,Estudiantil
140,6135,31276.26,2022-03-26,2025-03-10,Pagado,Estudiantil
141,6564,34969.01,2021-11-03,2025-10-13,Moroso,Automotriz
142,6012,46161.30,2023-09-21,2027-08-31,Activo,Hipotecario
143,9016,33196.01,2021-11-30,2023-11-20,Moroso,Personal
144,3992,14808.75,2025-02-16,2026-02-11,Activo,Automotriz
145,7573,11840.77,2025-01-19,2026-01-14,Moroso,Personal
146,1558,17571.87,2020-07-18,2023-07-03,Pagado,Automotriz
147,11687,8174.95,2023-04-20,2026-04-04,Pagado,Automotriz
148,5020,42786.82,2024-09-12,2026-09-02,Activo,Automotriz
149,8892,48221.82,2020-09-15,2022-09-05,Activo,Personal
150,4394,31898.68,2021-06-29,2021-12-26,Pagado,Automotriz
151,8956,21293.39,2023-08-18,2026-08-02,Moroso,Personal
152,10912,25247.28,2023-02-27,2026-02-11,Moroso,Hipotecario
153,3074,25991.94,2022-07-30,2023-07-25,Activo,Estudiantil
154,5595,27700.57,2021-01-12,2024-12-22,Moroso,Personal
155,2253,2223.11,2022-08-04,2023-01-31,Moroso,Hipotecario
156,877,40179.94,2025-05-14,2029-04-23,Moroso,Personal
157,8330,17369.65,2021-03-18,2022-03-13,Pagado,Hipotecario
158,1278,36396.37,2021-04-09,2021-10-06,Activo,Estudiantil
159,3082,15839.04,2024-09-03,2025-03-02,Moroso,Automotriz
160,8835,12654.48,2021-02-17,2021-08-16,Moroso,Automotriz
161,10594,34805.43,2025-01-27,2027-01-17,Pagado,Hipotecario
162,4078,26667.01,2021-08-11,2024-07-26,Moroso,Hipotecario
163,78,39747.30,2021-08-19,2022-02-15,Moroso,Hipotecario
164,4496,15732.58,2024-08-01,2025-07-27,Pagado,Estudiantil
165,7451,43777.01,2025-03-21,2029-02-28,Pagado,Personal
166,12089,24929.96,2021-12-12,2025-11-21,Activo,Hipotecario
167,1731,26215.85,2022-10-18,2024-10-07,Moroso,Estudiantil
168,5415,14595.57,2025-01-11,2028-12-21,Moroso,Estudiantil
169,11963,36431.95,2024-02-21,2024-08-19,Activo,Automotriz
170,2503,31836.54,2022-05-06,2024-04-25,Activo,Personal
171,2479,25119.87,2025-02-16,2029-01-26,Pagado,Automotriz
172,9907,39712.32,2022-04-02,2022-09-29,Pagado,Personal
173,4102,23187.78,2023-03-12,2024-03-06,Moroso,Automotriz
174,9395,11427.54,2023-12-08,2027-11-17,Moroso,Personal
175,780,38693.65,2023-09-20,2024-03-18,Activo,Personal
176,5309,31655.14,2024-04-08,2027-03-24,Moroso,Personal
177,1533,4897.50,2024-12-11,2026-12-01,Pagado,Estudiantil
178,11154,20223.49,2024-05-19,2025-05-14,Moroso,Automotriz
179,8674,27293.18,2021-07-27,2022-01-23,Moroso,Automotriz
180,11285,38056.91,2022-08-26,2025-08-10,Moroso,Estudiantil
181,11753,29970.00,2022-06-15,2023-06-10,Activo,Estudiantil
182,824,37319.03,2021-01-31,2024-01-16,Moroso,Estudiantil
183,1831,9982.29,2023-06-02,2026-05-17,Activo,Hipotecario
184,345,7678.95,2020-09-20,2022-09-10,Moroso,Personal
185,9726,22041.15,2025-04-02,2026-03-28,Moroso,Hipotecario
186,1686,38969.50,2022-07-01,2025-06-15,Pagado,Hipotecario
187,3805,45034.53,2022-06-01,2023-05-27,Moroso,Automotriz
188,4984,23664.33,2020-08-08,2023-07-24,Moroso,Personal
189,7952,15718.82,2021-02-22,2023-02-12,Pagado,Hipotecario
190,4386,26393.79,2021-01-15,2023-01-05,Moroso,Estudiantil
191,10056,1008.39,2022-06-28,2026-06-07,Activo,Automotriz
192,11237,34648.77,2021-02-11,2025-01-21,Pagado,Personal
193,10990,6070.41,2020-10-22,2023-10-07,Pagado,Automotriz
194,4852,23521.47,2023-05-09,2027-04-18,Moroso,Estudiantil
195,7115,40366.38,2021-02-22,2021-08-21,Pagado,Estudiantil
196,4801,18436.53,2024-11-30,2025-05-29,Pagado,Personal
197,2091,39601.94,2022-07-26,2023-01-22,Activo,Automotriz
198,3853,48356.78,2022-11-29,2023-05-28,Pagado,Hipotecario
199,2913,22251.77,2024-09-02,2028-08-12,Activo,Personal
200,8143,6327.51,2022-05-13,2022-11-09,Moroso,Personal
201,3441,43942.55,2025-02-16,2025-08-15,Moroso,Hipotecario
202,2747,43621.34,2021-09-01,2022-02-28,Pagado,Personal
203,7997,16093.90,2025-05-26,2025-11-22,Moroso,Automotriz
204,2001,40733.14,2025-06-11,2029-05-21,Moroso,Hipotecario
205,1876,23942.87,2024-07-24,2028-07-03,Moroso,Hipotecario
206,9016,1483.15,2022-08-10,2026-07-20,Activo,Automotriz
207,10179,41569.47,2024-07-25,2026-07-15,Moroso,Estudiantil
208,2709,31729.60,2024-01-02,2026-12-17,Pagado,Estudiantil
209,5295,16302.33,2022-02-28,2025-02-12,Activo,Estudiantil
210,3378,42745.09,2021-05-06,2021-11-02,Pagado,Automotriz
211,7514,38226.03,2021-05-14,2023-05-04,Pagado,Automotriz
212,8122,16827.34,2024-03-17,2027-03-02,Pagado,Hipotecario
213,2491,46972.25,2023-07-22,2026-07-06,Pagado,Personal
214,7578,48811.05,2024-02-23,2024-08-21,Pagado,Personal
215,8539,36450.06,2024-01-15,2026-12-30,Moroso,Estudiantil
216,9861,25596.47,2024-07-06,2025-07-01,Moroso,Automotriz
217,10633,13119.23,2021-01-01,2021-06-30,Moroso,Automotriz
218,7766,29035.49,2021-05-18,2023-05-08,Pagado,Estudiantil
219,6890,25436.09,2021-01-21,2022-01-16,Activo,Hipotecario
220,8333,5833.16,2023-12-19,2024-06-16,Activo,Hipotecario
221,3040,3723.77,2023-06-06,2025-05-26,Pagado,Estudiantil
222,7429,26905.97,2021-06-21,2025-05-31,Pagado,Personal
223,11044,7444.19,2022-08-28,2024-08-17,Moroso,Personal
224,4073,30824.06,2022-03-04,2022-08-31,Moroso,Hipotecario
225,2821,41223.62,2022-02-27,2024-02-17,Moroso,Automotriz
226,10272,36518.76,2025-02-07,2025-08-06,Moroso,Hipotecario
227,8250,45363.10,2024-05-10,2024-11-06,Activo,Hipotecario
228,7431,2374.10,2021-09-25,2024-09-09,Moroso,Estudiantil
229,10793,31248.90,2024-02-17,2028-01-27,Activo,Estudiantil
230,7957,22914.48,2022-02-07,2024-01-28,Pagado,Personal
231,6690,39182.13,2022-11-29,2024-11-18,Activo,Estudiantil
232,7416,26227.78,2024-06-23,2027-06-08,Pagado,Hipotecario
233,11076,16634.29,2022-09-01,2026-08-11,Activo,Personal
234,4344,4288.25,2021-03-08,2021-09-04,Activo,Personal
235,2529,47638.80,2024-04-23,2026-04-13,Pagado,Automotriz
236,4128,32594.75,2025-03-22,2028-03-06,Pagado,Hipotecario
237,1837,45525.09,2021-05-17,2025-04-26,Moroso,Hipotecario
238,11467,23982.21,2020-12-21,2022-12-11,Activo,Automotriz
239,1864,46394.48,2025-02-20,2027-02-10,Pagado,Personal
240,6228,30629.23,2020-08-31,2023-08-16,Activo,Hipotecario
241,11823,4308.70,2021-05-02,2023-04-22,Activo,Automotriz
242,10129,19971.92,2022-07-21,2024-07-10,Activo,Personal
243,2549,27066.95,2021-12-15,2023-12-05,Activo,Hipotecario
244,11160,10503.17,2023-12-31,2026-12-15,Pagado,Estudiantil
245,1308,48154.47,2024-09-02,2025-03-01,Activo,Personal
246,9321,31248.21,2024-08-20,2026-08-10,Pagado,Personal
247,778,26090.72,2022-05-12,2025-04-26,Activo,Personal
248,3745,2774.13,2023-12-14,2025-12-03,Activo,Automotriz
249,90,2842.40,2021-01-15,2023-01-05,Activo,Automotriz
250,1992,35657.33,2021-12-10,2023-11-30,Pagado,Estudiantil
251,6845,14678.83,2023-10-07,2025-09-26,Activo,Personal
252,2872,38194.44,2020-07-23,2021-07-18,Activo,Estudiantil
253,8235,40022.83,2023-11-11,2027-10-21,Pagado,Automotriz
254,6486,47545.87,2022-10-18,2023-10-13,Moroso,Personal
255,11475,9607.31,2024-05-30,2025-05-25,Activo,Hipotecario
256,11785,28805.16,2022-12-20,2024-12-09,Moroso,Estudiantil
257,5840,21331.38,2024-02-21,2024-08-19,Moroso,Hipotecario
258,5171,13377.62,2025-04-08,2029-03-18,Pagado,Automotriz
259,6817,14261.40,2024-09-06,2026-08-27,Activo,Hipotecario
260,11820,20873.95,2021-11-09,2022-11-04,Pagado,Automotriz
261,8362,9355.21,2022-02-26,2026-02-05,Moroso,Hipotecario
262,7258,48483.90,2023-01-24,2023-07-23,Pagado,Estudiantil
263,8852,25206.77,2022-05-24,2023-05-19,Moroso,Hipotecario
264,3016,32976.61,2021-01-14,2021-07-13,Activo,Personal
265,7026,32807.61,2025-06-20,2027-06-10,Activo,Automotriz
266,8469,14295.64,2025-02-25,2029-02-04,Pagado,Automotriz
267,3057,26138.05,2021-01-22,2021-07-21,Moroso,Hipotecario
268,3653,20498.70,2023-03-18,2024-03-12,Activo,Estudiantil
269,1437,26182.97,2021-01-10,2022-01-05,Activo,Personal
270,8117,8260.34,2020-12-19,2023-12-04,Moroso,Personal
271,3871,43099.95,2025-07-05,2027-06-25,Activo,Estudiantil
272,8201,11397.68,2024-08-06,2028-07-16,Pagado,Personal
273,11163,9484.35,2024-10-26,2025-10-21,Activo,Estudiantil
274,6425,2514.81,2025-01-22,2025-07-21,Pagado,Estudiantil
275,1731,28681.44,2021-11-18,2023-11-08,Moroso,Hipotecario
276,1857,2754.67,2021-01-09,2023-12-25,Pagado,Hipotecario
277,3011,5298.84,2024-11-10,2028-10-20,Activo,Automotriz
278,11732,7677.90,2021-03-22,2021-09-18,Pagado,Estudiantil
279,7091,11319.61,2022-02-14,2025-01-29,Activo,Hipotecario
280,5976,4330.51,2021-02-14,2023-02-04,Activo,Automotriz
281,9036,38489.42,2021-02-13,2025-01-23,Pagado,Personal
282,11113,30315.33,2022-07-17,2026-06-26,Pagado,Personal
283,11486,41364.15,2023-12-23,2026-12-07,Moroso,Personal
284,10527,6398.19,2021-07-24,2022-07-19,Pagado,Personal
285,3158,39889.79,2025-05-21,2027-05-11,Moroso,Personal
286,5090,37487.32,2022-08-20,2026-07-30,Pagado,Hipotecario
287,1323,14646.73,2025-06-19,2027-06-09,Pagado,Estudiantil
288,3455,25730.10,2020-11-17,2021-11-12,Pagado,Personal
289,8184,6543.20,2021-03-28,2025-03-07,Activo,Automotriz
290,11487,24926.13,2024-02-09,2028-01-19,Moroso,Personal
291,6778,29122.82,2025-07-04,2026-06-29,Activo,Hipotecario
292,9092,29217.40,2025-05-08,2025-11-04,Moroso,Personal
293,6700,2196.57,2024-12-27,2026-12-17,Activo,Estudiantil
294,7412,38406.01,2023-03-26,2026-03-10,Pagado,Automotriz
295,4571,48317.24,2022-10-05,2023-04-03,Moroso,Hipotecario
296,9798,49712.15,2022-04-12,2023-04-07,Moroso,Hipotecario
297,318,32875.78,2023-03-20,2026-03-04,Moroso,Hipotecario
298,9059,21555.39,2022-07-28,2026-07-07,Activo,Automotriz
299,12358,44056.92,2022-10-20,2024-10-09,Moroso,Automotriz
300,1633,1150.70,2023-11-28,2027-11-07,Moroso,Hipotecario
301,7348,22188.27,2021-08-27,2022-02-23,Moroso,Personal
302,7856,18189.77,2023-02-04,2024-01-30,Pagado,Personal
303,3830,44620.49,2024-06-06,2026-05-27,Activo,Automotriz
304,888,7280.22,2023-03-26,2027-03-05,Moroso,Automotriz
305,66,37297.67,2021-02-27,2022-02-22,Moroso,Hipotecario
306,6296,14765.61,2020-08-14,2021-02-10,Pagado,Automotriz
307,8812,43255.62,2024-06-09,2027-05-25,Pagado,Automotriz
308,4214,43317.51,2025-05-01,2028-04-15,Activo,Automotriz
309,6815,16650.30,2021-05-23,2023-05-13,Pagado,Automotriz
310,8120,15614.52,2021-03-01,2025-02-08,Pagado,Personal
311,4906,34697.03,2025-02-11,2025-08-10,Moroso,Hipotecario
312,8725,34500.86,2022-05-10,2026-04-19,Pagado,Hipotecario
313,3380,8663.17,2024-11-04,2027-10-20,Activo,Automotriz
314,10863,43348.66,2022-10-18,2025-10-02,Activo,Hipotecario
315,3129,3818.30,2021-09-01,2023-08-22,Moroso,Hipotecario
316,441,24756.51,2023-07-06,2027-06-15,Activo,Personal
317,7306,34357.50,2021-02-15,2024-01-31,Activo,Automotriz
318,986,48534.14,2022-08-14,2025-07-29,Activo,Personal
319,582,36228.68,2023-09-08,2025-08-28,Activo,Estudiantil
320,1973,36591.58,2022-12-19,2025-12-03,Pagado,Estudiantil
321,7060,38813.79,2021-11-19,2025-10-29,Activo,Hipotecario
322,7290,7530.26,2024-04-08,2025-04-03,Activo,Automotriz
323,1862,3566.96,2025-02-28,2026-02-23,Pagado,Estudiantil
324,7416,9502.39,2023-02-11,2024-02-06,Activo,Estudiantil
325,11566,36637.20,2025-01-15,2028-12-25,Activo,Automotriz
326,7172,15718.41,2020-08-10,2022-07-31,Activo,Personal
327,4153,7752.73,2025-04-05,2027-03-26,Pagado,Personal
328,4056,31265.49,2023-02-02,2024-01-28,Pagado,Automotriz
329,12284,41747.59,2021-06-03,2024-05-18,Pagado,Hipotecario
330,1745,11768.08,2021-09-07,2025-08-17,Pagado,Estudiantil
331,6274,8538.39,2022-10-16,2023-04-14,Moroso,Automotriz
332,10943,22945.30,2021-07-10,2022-07-05,Moroso,Automotriz
333,6632,22633.66,2021-06-14,2025-05-24,Pagado,Hipotecario
334,9559,27425.48,2025-03-31,2028-03-15,Activo,Hipotecario
335,9644,39030.08,2021-11-11,2022-05-10,Moroso,Hipotecario
336,7265,1147.35,2022-11-10,2023-05-09,Pagado,Hipotecario
337,7357,5134.51,2022-12-09,2025-11-23,Moroso,Personal
338,3355,37302.36,2022-05-02,2022-10-29,Pagado,Automotriz
339,7068,34154.65,2023-06-17,2025-06-06,Activo,Personal
340,8276,47364.90,2022-04-10,2026-03-20,Activo,Estudiantil
341,6748,27728.39,2022-10-15,2024-10-04,Moroso,Personal
342,2018,32515.90,2024-11-03,2025-10-29,Pagado,Hipotecario
343,11382,33957.30,2024-09-11,2026-09-01,Activo,Automotriz
344,9678,19669.99,2022-09-05,2024-08-25,Moroso,Hipotecario
345,925,4821.37,2020-12-21,2024-11-30,Moroso,Automotriz
346,11929,33811.89,2021-04-29,2022-04-24,Pagado,Hipotecario
347,8142,39528.79,2024-02-23,2028-02-02,Pagado,Automotriz
348,10203,27840.30,2022-11-23,2025-11-07,Moroso,Personal
349,1452,34567.92,2020-11-30,2024-11-09,Pagado,Personal
350,7465,40864.93,2020-07-28,2021-07-23,Pagado,Hipotecario
351,484,38100.91,2023-05-19,2027-04-28,Moroso,Hipotecario
352,10251,40240.00,2021-08-27,2025-08-06,Activo,Personal
353,9506,34893.39,2022-10-08,2023-10-03,Pagado,Personal
354,3040,20449.62,2021-12-01,2025-11-10,Moroso,Personal
355,2118,44276.70,2024-04-19,2028-03-29,Activo,Estudiantil
356,6551,7278.74,2025-03-27,2027-03-17,Activo,Personal
357,6854,20486.78,2024-03-06,2025-03-01,Pagado,Estudiantil
358,4529,12916.97,2025-04-24,2026-04-19,Pagado,Personal
359,12001,33714.28,2020-08-16,2023-08-01,Pagado,Estudiantil
360,5382,40734.98,2021-06-29,2022-06-24,Activo,Personal
361,5893,34903.85,2021-03-07,2022-03-02,Moroso,Personal
362,8402,33240.27,2021-10-23,2022-10-18,Pagado,Estudiantil
363,7608,6104.69,2025-03-08,2029-02-15,Pagado,Automotriz
364,6558,42467.18,2020-11-05,2024-10-15,Moroso,Automotriz
365,5635,20403.06,2023-09-07,2027-08-17,Pagado,Personal
366,4478,12388.65,2025-06-30,2028-06-14,Moroso,Personal
367,4365,24675.76,2025-03-29,2025-09-25,Moroso,Automotriz
368,2916,2921.34,2021-10-20,2025-09-29,Pagado,Hipotecario
369,6740,35054.96,2024-03-13,2027-02-26,Pagado,Personal
370,9949,17908.72,2021-08-16,2025-07-26,Activo,Estudiantil
371,1087,18747.23,2020-11-23,2023-11-08,Activo,Hipotecario
372,5207,19006.62,2023-03-01,2024-02-24,Activo,Hipotecario
373,1397,44937.75,2023-08-23,2024-08-17,Pagado,Automotriz
374,43,7395.82,2020-11-17,2022-11-07,Moroso,Personal
375,6557,40913.81,2023-08-02,2024-01-29,Pagado,Personal
376,3927,14192.28,2022-04-30,2022-10-27,Pagado,Personal
377,4133,12431.50,2022-08-31,2024-08-20,Moroso,Hipotecario
378,8170,22883.27,2021-06-01,2021-11-28,Pagado,Personal
379,10201,46627.18,2023-07-20,2027-06-29,Moroso,Automotriz
380,1038,29975.11,2025-04-21,2027-04-11,Moroso,Estudiantil
381,11347,24296.01,2023-12-31,2024-06-28,Pagado,Hipotecario
382,2906,11929.90,2021-11-09,2025-10-19,Moroso,Estudiantil
383,4403,36461.80,2022-07-22,2024-07-11,Pagado,Estudiantil
384,4326,23165.60,2021-12-03,2023-11-23,Activo,Hipotecario
385,5629,28309.78,2022-01-18,2023-01-13,Moroso,Automotriz
386,2149,5641.91,2024-01-18,2024-07-16,Pagado,Estudiantil
387,8909,7155.40,2020-10-02,2021-09-27,Moroso,Personal
388,8507,2541.07,2022-01-25,2023-01-20,Moroso,Estudiantil
389,2070,18140.83,2023-05-15,2027-04-24,Activo,Automotriz
390,4614,49768.55,2024-01-17,2027-12-27,Activo,Estudiantil
391,4164,13326.54,2022-08-27,2026-08-06,Pagado,Personal
392,5504,28152.32,2022-10-23,2024-10-12,Moroso,Estudiantil
393,2985,43198.33,2021-11-23,2024-11-07,Pagado,Automotriz
394,9408,41728.48,2021-06-17,2022-06-12,Activo,Estudiantil
395,2632,45880.27,2023-10-18,2024-10-12,Pagado,Estudiantil
396,4213,35656.03,2020-11-14,2021-05-13,Pagado,Automotriz
397,5452,4413.40,2024-07-18,2025-01-14,Activo,Estudiantil
398,8969,20680.60,2022-06-08,2022-12-05,Pagado,Estudiantil
399,10169,37045.76,2022-03-29,2026-03-08,Activo,Hipotecario
400,5438,36706.77,2024-06-16,2024-12-13,Moroso,Automotriz
401,12291,40508.24,2023-07-08,2025-06-27,Moroso,Automotriz
402,3447,35447.20,2023-02-20,2023-08-19,Moroso,Automotriz
403,2224,40452.27,2022-06-24,2026-06-03,Pagado,Hipotecario
