id,usuario_id,tipo_activo,descripcion,monto
49,76,inversiones,Activos financieros,55915.29
50,59,plan de jubilación,Activos financieros,215726.23
51,12,inversiones,Activos financieros,258019.73
52,87,inversiones,Activos financieros,79715.51
53,83,inversiones,Activos financieros,110955.71
54,221,ahorro,Activos financieros,84727.06
55,64,ahorro,Activos financieros,60464.05
56,19,plan de jubilación,Activos financieros,174106.83
57,43,plan de jubilación,Activos financieros,129058.80
58,43,inversiones,Activos financieros,88946.35
59,76,inversiones,Activos financieros,55915.29
60,59,plan de jubilación,Activos financieros,215726.23
61,12,inversiones,Activos financieros,258019.73
62,87,inversiones,Activos financieros,79715.51
63,83,inversiones,Activos financieros,110955.71
64,221,ahorro,Activos financieros,84727.06
65,64,ahorro,Activos financieros,60464.05
66,19,plan de jubilación,Activos financieros,174106.83
67,43,plan de jubilación,Activos financieros,129058.80
68,43,inversiones,Activos financieros,88946.35
69,76,inversiones,Activos financieros,55915.29
70,59,plan de jubilación,Activos financieros,215726.23
71,12,inversiones,Activos financieros,258019.73
72,87,inversiones,Activos financieros,79715.51
73,83,inversiones,Activos financieros,110955.71
74,221,ahorro,Activos financieros,84727.06
75,64,ahorro,Activos financieros,60464.05
76,19,plan de jubilación,Activos financieros,174106.83
77,43,plan de jubilación,Activos financieros,129058.80
78,43,inversiones,Activos financieros,88946.35
79,76,inversiones,Activos financieros,55915.29
80,59,plan de jubilación,Activos financieros,215726.23
81,12,inversiones,Activos financieros,258019.73
82,87,inversiones,Activos financieros,79715.51
83,83,inversiones,Activos financieros,110955.71
84,221,ahorro,Activos financieros,84727.06
85,64,ahorro,Activos financieros,60464.05
86,19,plan de jubilación,Activos financieros,174106.83
87,43,plan de jubilación,Activos financieros,129058.80
88,43,inversiones,Activos financieros,88946.35
89,76,inversiones,Activos financieros,55915.29
90,59,plan de jubilación,Activos financieros,215726.23
91,30,plan de jubilación,Activos financieros,9631.00
92,47,ahorro,Activos financieros,31702.17
93,9,inversiones,Activos financieros,138510.64
94,33,ahorro,Activos financieros,80350.04
95,3,ahorro,Activos financieros,80349.53
96,81,inversiones,Activos financieros,98269.14
97,17,ahorro,Activos financieros,37424.51
98,66,ahorro,Activos financieros,20717.85
99,9,inversiones,Activos financieros,123178.11
100,39,inversiones,Activos financieros,246532.84
101,23,inversiones,Activos financieros,116487.60
102,106,inversiones,Activos financieros,41668.72
103,98,ahorro,Activos financieros,35279.20
104,44,inversiones,Activos financieros,222309.19
105,88,inversiones,Activos financieros,135893.47
106,109,ahorro,Activos financieros,16278.45
107,59,inversiones,Activos financieros,154901.02
108,53,plan de jubilación,Activos financieros,127530.02
109,77,inversiones,Activos financieros,111331.16
110,12,inversiones,Activos financieros,102684.17
111,23,inversiones,Activos financieros,116487.60
112,106,inversiones,Activos financieros,41668.72
113,98,ahorro,Activos financieros,35279.20
114,44,inversiones,Activos financieros,222309.19
115,88,inversiones,Activos financieros,135893.47
116,109,ahorro,Activos financieros,16278.45
117,59,inversiones,Activos financieros,154901.02
118,53,plan de jubilación,Activos financieros,127530.02
119,77,inversiones,Activos financieros,111331.16
120,12,inversiones,Activos financieros,102684.17
121,23,inversiones,Activos financieros,116487.60
122,106,inversiones,Activos financieros,41668.72
123,98,ahorro,Activos financieros,35279.20
124,44,inversiones,Activos financieros,222309.19
125,88,inversiones,Activos financieros,135893.47
126,109,ahorro,Activos financieros,16278.45
127,59,inversiones,Activos financieros,154901.02
128,53,plan de jubilación,Activos financieros,127530.02
129,77,inversiones,Activos financieros,111331.16
130,12,inversiones,Activos financieros,102684.17
131,10823,ahorro,Activos financieros,2988.57
132,2344,ahorro,Activos financieros,22709.47
133,2608,ahorro,Activos financieros,67831.60
134,11735,ahorro,Activos financieros,59254.00
135,7058,ahorro,Activos financieros,9822.68
136,9454,inversiones,Activos financieros,181003.60
137,802,ahorro,Activos financieros,71743.95
138,9489,inversiones,Activos financieros,126436.43
139,3591,inversiones,Activos financieros,84179.02
140,8298,ahorro,Activos financieros,69964.87
141,10823,ahorro,Activos financieros,2988.57
142,2344,ahorro,Activos financieros,22709.47
143,2608,ahorro,Activos financieros,67831.60
144,11735,ahorro,Activos financieros,59254.00
145,7058,ahorro,Activos financieros,9822.68
146,9454,inversiones,Activos financieros,181003.60
147,802,ahorro,Activos financieros,71743.95
148,9489,inversiones,Activos financieros,126436.43
149,3591,inversiones,Activos financieros,84179.02
150,8298,ahorro,Activos financieros,69964.87
151,4738,plan de jubilación,Activos financieros,43092.48
152,966,ahorro,Activos financieros,9728.21
153,9407,plan de jubilación,Activos financieros,212636.12
154,2403,plan de jubilación,Activos financieros,202746.43
155,3228,plan de jubilación,Activos financieros,136375.88
156,5099,ahorro,Activos financieros,55428.04
157,6665,inversiones,Activos financieros,265750.07
158,8142,inversiones,Activos financieros,58494.29
159,9608,ahorro,Activos financieros,66295.70
160,545,ahorro,Activos financieros,85604.11
161,5917,plan de jubilación,Activos financieros,73103.53
162,9914,plan de jubilación,Activos financieros,44850.25
163,2858,ahorro,Activos financieros,67182.43
164,9166,inversiones,Activos financieros,194762.58
165,5226,inversiones,Activos financieros,52170.46
166,7343,ahorro,Activos financieros,16758.55
167,3134,plan de jubilación,Activos financieros,247433.22
168,1472,inversiones,Activos financieros,167527.97
169,2996,plan de jubilación,Activos financieros,211498.72
170,5586,ahorro,Activos financieros,82269.36
171,602,plan de jubilación,Activos financieros,70596.51
172,3675,inversiones,Activos financieros,263033.92
173,2538,ahorro,Activos financieros,65716.15
174,1460,inversiones,Activos financieros,138196.70
175,5475,ahorro,Activos financieros,25039.44
176,8346,inversiones,Activos financieros,79559.74
177,9942,plan de jubilación,Activos financieros,224966.61
178,9076,plan de jubilación,Activos financieros,58733.59
179,620,inversiones,Activos financieros,148561.23
180,5278,ahorro,Activos financieros,15707.71
181,1792,inversiones,Activos financieros,127225.83
182,7982,plan de jubilación,Activos financieros,98496.73
183,12047,inversiones,Activos financieros,76172.82
184,4287,ahorro,Activos financieros,68188.20
185,8927,inversiones,Activos financieros,265551.75
186,11792,inversiones,Activos financieros,102712.47
187,5216,plan de jubilación,Activos financieros,43748.65
188,2982,inversiones,Activos financieros,262880.03
189,8041,inversiones,Activos financieros,228826.70
190,1036,ahorro,Activos financieros,87116.60
191,6987,inversiones,Activos financieros,152791.20
192,1496,ahorro,Activos financieros,37704.43
193,4217,inversiones,Activos financieros,286096.42
194,9312,ahorro,Activos financieros,60094.99
195,3787,ahorro,Activos financieros,11630.84
196,1235,plan de jubilación,Activos financieros,63665.82
197,5921,inversiones,Activos financieros,284137.88
198,7363,inversiones,Activos financieros,146311.15
199,10871,inversiones,Activos financieros,229984.49
200,5954,inversiones,Activos financieros,143109.43
201,3391,ahorro,Activos financieros,26873.13
202,6030,plan de jubilación,Activos financieros,241268.91
203,8398,inversiones,Activos financieros,207270.42
204,9714,plan de jubilación,Activos financieros,102753.11
205,2795,inversiones,Activos financieros,112652.73
206,5333,plan de jubilación,Activos financieros,34646.03
207,9771,ahorro,Activos financieros,34139.51
208,9797,inversiones,Activos financieros,69804.31
209,5996,ahorro,Activos financieros,7563.81
210,3491,ahorro,Activos financieros,23279.71
211,2703,plan de jubilación,Activos financieros,22360.05
212,7341,plan de jubilación,Activos financieros,168899.56
213,8048,inversiones,Activos financieros,40561.24
214,3267,inversiones,Activos financieros,142328.64
215,4997,plan de jubilación,Activos financieros,51650.43
216,11907,inversiones,Activos financieros,129884.30
217,1195,plan de jubilación,Activos financieros,119421.04
218,4693,ahorro,Activos financieros,67499.77
219,3155,ahorro,Activos financieros,6530.96
220,3165,plan de jubilación,Activos financieros,201145.17
221,3097,ahorro,Activos financieros,19563.21
222,2544,plan de jubilación,Activos financieros,39344.66
223,1963,plan de jubilación,Activos financieros,118343.88
224,7759,plan de jubilación,Activos financieros,202965.45
225,5190,ahorro,Activos financieros,5533.54
226,3256,ahorro,Activos financieros,96915.13
227,8987,ahorro,Activos financieros,40938.20
228,12149,ahorro,Activos financieros,86532.71
229,10851,ahorro,Activos financieros,38207.83
230,11750,plan de jubilación,Activos financieros,231996.93
231,1008,plan de jubilación,Activos financieros,108636.83
232,5735,inversiones,Activos financieros,198899.52
233,629,ahorro,Activos financieros,19394.84
234,6713,ahorro,Activos financieros,58128.44
235,11637,ahorro,Activos financieros,74923.57
236,1264,ahorro,Activos financieros,58625.67
237,11249,inversiones,Activos financieros,48072.39
238,11050,ahorro,Activos financieros,85208.58
239,6598,inversiones,Activos financieros,21320.30
240,1340,plan de jubilación,Activos financieros,34372.22
241,885,ahorro,Activos financieros,58102.45
242,2689,inversiones,Activos financieros,25513.04
243,3666,inversiones,Activos financieros,170002.85
244,7868,plan de jubilación,Activos financieros,55043.50
245,1926,plan de jubilación,Activos financieros,63478.06
246,646,ahorro,Activos financieros,67333.18
247,10645,plan de jubilación,Activos financieros,82463.41
248,2179,ahorro,Activos financieros,46099.41
249,11594,ahorro,Activos financieros,7789.44
250,548,inversiones,Activos financieros,80294.92
251,10605,ahorro,Activos financieros,87987.39
252,5164,plan de jubilación,Activos financieros,43647.97
253,6787,inversiones,Activos financieros,91452.63
254,6890,inversiones,Activos financieros,3339.11
255,7638,plan de jubilación,Activos financieros,233280.23
256,8351,ahorro,Activos financieros,26814.36
257,11948,inversiones,Activos financieros,166413.87
258,3328,plan de jubilación,Activos financieros,153183.31
259,9441,plan de jubilación,Activos financieros,54881.34
260,11793,plan de jubilación,Activos financieros,128825.22
261,10227,ahorro,Activos financieros,9683.70
262,1195,plan de jubilación,Activos financieros,15801.26
263,9891,ahorro,Activos financieros,63892.78
264,6812,ahorro,Activos financieros,74252.48
265,1439,inversiones,Activos financieros,128878.39
266,7319,ahorro,Activos financieros,7986.76
267,3907,ahorro,Activos financieros,54786.23
268,8405,inversiones,Activos financieros,166205.00
269,6893,ahorro,Activos financieros,4661.97
270,8508,ahorro,Activos financieros,89943.00
271,1137,inversiones,Activos financieros,75609.39
272,6826,plan de jubilación,Activos financieros,196128.48
273,4624,inversiones,Activos financieros,225093.81
274,8036,ahorro,Activos financieros,97632.50
275,823,plan de jubilación,Activos financieros,11072.66
276,9792,plan de jubilación,Activos financieros,196684.69
277,12311,inversiones,Activos financieros,259355.14
278,1885,plan de jubilación,Activos financieros,44003.47
279,6851,ahorro,Activos financieros,38562.90
280,839,plan de jubilación,Activos financieros,59496.26
281,5389,plan de jubilación,Activos financieros,79771.76
282,2952,ahorro,Activos financieros,2854.61
283,12365,plan de jubilación,Activos financieros,85424.18
284,10662,plan de jubilación,Activos financieros,91030.80
285,5256,plan de jubilación,Activos financieros,171481.94
286,7779,plan de jubilación,Activos financieros,235113.10
287,8832,plan de jubilación,Activos financieros,48749.11
288,2085,ahorro,Activos financieros,11286.05
289,97,plan de jubilación,Activos financieros,183493.54
290,1186,plan de jubilación,Activos financieros,153521.17
291,8306,ahorro,Activos financieros,38826.95
292,5517,ahorro,Activos financieros,25844.89
293,10744,plan de jubilación,Activos financieros,5414.36
294,8218,inversiones,Activos financieros,216109.57
295,753,inversiones,Activos financieros,201517.92
296,4636,plan de jubilación,Activos financieros,22143.58
297,5489,plan de jubilación,Activos financieros,157673.08
298,10945,ahorro,Activos financieros,72115.55
299,7543,inversiones,Activos financieros,93476.11
300,2318,plan de jubilación,Activos financieros,103588.09
301,4434,inversiones,Activos financieros,39059.05
302,11675,inversiones,Activos financieros,282168.74
303,4564,inversiones,Activos financieros,270938.86
304,9252,inversiones,Activos financieros,90984.01
305,4083,ahorro,Activos financieros,30735.56
306,3612,plan de jubilación,Activos financieros,197510.91
307,4330,inversiones,Activos financieros,97352.52
308,8518,plan de jubilación,Activos financieros,170528.67
309,10410,plan de jubilación,Activos financieros,199465.17
310,11412,ahorro,Activos financieros,66055.65
311,12373,inversiones,Activos financieros,199492.30
312,7179,plan de jubilación,Activos financieros,27879.86
313,10215,inversiones,Activos financieros,93815.42
314,3077,ahorro,Activos financieros,2930.33
315,967,plan de jubilación,Activos financieros,154762.12
316,2746,plan de jubilación,Activos financieros,106538.05
317,11913,inversiones,Activos financieros,59136.14
318,11169,plan de jubilación,Activos financieros,126122.41
319,5024,ahorro,Activos financieros,65777.77
320,9659,ahorro,Activos financieros,77952.83
321,4398,ahorro,Activos financieros,80508.93
322,10560,inversiones,Activos financieros,139900.42
323,11503,ahorro,Activos financieros,91788.27
324,7552,plan de jubilación,Activos financieros,37668.08
325,1591,inversiones,Activos financieros,159808.43
326,6649,inversiones,Activos financieros,95872.09
327,11714,inversiones,Activos financieros,244686.95
328,2849,plan de jubilación,Activos financieros,208489.45
329,4392,plan de jubilación,Activos financieros,224815.99
330,223,plan de jubilación,Activos financieros,115267.09
331,3229,inversiones,Activos financieros,83916.09
332,3289,plan de jubilación,Activos financieros,158553.37
333,4203,plan de jubilación,Activos financieros,23983.42
334,11997,ahorro,Activos financieros,27535.65
335,12125,inversiones,Activos financieros,25092.72
336,8131,ahorro,Activos financieros,38612.01
337,4205,inversiones,Activos financieros,64971.91
338,11493,plan de jubilación,Activos financieros,86065.94
339,7224,plan de jubilación,Activos financieros,20255.10
340,11514,plan de jubilación,Activos financieros,226685.43
341,5472,inversiones,Activos financieros,6840.06
342,5073,plan de jubilación,Activos financieros,121860.03
343,435,plan de jubilación,Activos financieros,189601.41
344,11777,inversiones,Activos financieros,224507.19
345,23,inversiones,Activos financieros,269445.59
346,916,ahorro,Activos financieros,27657.06
347,2203,ahorro,Activos financieros,39191.29
348,9387,inversiones,Activos financieros,239644.56
349,1159,ahorro,Activos financieros,84130.31
350,2889,inversiones,Activos financieros,160702.97
351,5760,inversiones,Activos financieros,169753.20
352,7137,ahorro,Activos financieros,64453.59
353,12308,plan de jubilación,Activos financieros,49523.61
354,6487,plan de jubilación,Activos financieros,85201.40
355,2840,plan de jubilación,Activos financieros,87687.63
356,2223,plan de jubilación,Activos financieros,189242.41
357,10564,plan de jubilación,Activos financieros,209553.17
358,8401,ahorro,Activos financieros,75027.91
359,926,plan de jubilación,Activos financieros,59934.43
360,9945,inversiones,Activos financieros,13037.18
361,10333,ahorro,Activos financieros,20336.39
362,4032,inversiones,Activos financieros,46562.32
363,6136,plan de jubilación,Activos financieros,169017.42
364,6010,ahorro,Activos financieros,46770.88
365,7708,plan de jubilación,Activos financieros,46108.34
366,2553,inversiones,Activos financieros,215788.81
367,1305,plan de jubilación,Activos financieros,31484.19
368,10402,plan de jubilación,Activos financieros,146070.20
369,462,plan de jubilación,Activos financieros,235660.30
370,4127,ahorro,Activos financieros,59413.74
371,8954,ahorro,Activos financieros,10639.18
372,12136,inversiones,Activos financieros,180523.07
373,3566,inversiones,Activos financieros,235007.97
374,5295,inversiones,Activos financieros,129085.03
375,6146,ahorro,Activos financieros,50843.10
376,5269,ahorro,Activos financieros,85032.77
377,10230,ahorro,Activos financieros,43635.58
378,1058,inversiones,Activos financieros,267580.93
379,6806,inversiones,Activos financieros,46744.35
380,9254,inversiones,Activos financieros,157002.28
381,11920,plan de jubilación,Activos financieros,155898.53
382,10483,plan de jubilación,Activos financieros,118894.07
383,5031,inversiones,Activos financieros,81250.27
384,12124,ahorro,Activos financieros,28253.36
385,11408,ahorro,Activos financieros,75172.39
386,7628,inversiones,Activos financieros,200788.35
387,11003,ahorro,Activos financieros,49683.50
388,2709,ahorro,Activos financieros,49011.22
389,9327,plan de jubilación,Activos financieros,88383.02
390,644,inversiones,Activos financieros,264152.10
391,8168,ahorro,Activos financieros,51904.41
392,12132,ahorro,Activos financieros,24514.93
393,4624,plan de jubilación,Activos financieros,141018.17
394,10818,inversiones,Activos financieros,143351.84
395,9086,plan de jubilación,Activos financieros,114802.76
396,699,ahorro,Activos financieros,29776.44
397,8083,inversiones,Activos financieros,73748.24
398,6394,inversiones,Activos financieros,111337.11
399,6121,inversiones,Activos financieros,103783.46
400,4289,inversiones,Activos financieros,99906.60
401,456,plan de jubilación,Activos financieros,71374.52
402,3401,ahorro,Activos financieros,12505.26
403,3818,plan de jubilación,Activos financieros,34290.91
404,3012,inversiones,Activos financieros,56359.80
405,2118,inversiones,Activos financieros,145775.38
406,10374,inversiones,Activos financieros,293005.50
407,6159,inversiones,Activos financieros,85616.61
408,6564,ahorro,Activos financieros,29976.52
409,6019,ahorro,Activos financieros,30575.63
410,1315,inversiones,Activos financieros,38848.30
411,11092,ahorro,Activos financieros,55559.22
412,3486,ahorro,Activos financieros,63968.03
413,11703,ahorro,Activos financieros,87335.61
414,10582,plan de jubilación,Activos financieros,120002.25
415,1402,plan de jubilación,Activos financieros,50169.10
416,91,plan de jubilación,Activos financieros,235560.58
417,9711,ahorro,Activos financieros,82300.51
418,2371,plan de jubilación,Activos financieros,23150.13
419,5345,inversiones,Activos financieros,17029.11
420,3442,inversiones,Activos financieros,284788.57
421,442,ahorro,Activos financieros,12285.93
422,5588,inversiones,Activos financieros,179241.93
423,10018,ahorro,Activos financieros,77681.51
424,7528,plan de jubilación,Activos financieros,227583.57
425,427,inversiones,Activos financieros,297019.35
426,11025,inversiones,Activos financieros,186687.17
427,9962,inversiones,Activos financieros,30670.84
428,11934,inversiones,Activos financieros,64096.53
429,9624,ahorro,Activos financieros,16127.18
430,2264,inversiones,Activos financieros,23444.40
431,4757,plan de jubilación,Activos financieros,115373.41
432,11655,plan de jubilación,Activos financieros,76358.53
433,6282,plan de jubilación,Activos financieros,178204.18
434,8279,plan de jubilación,Activos financieros,22439.04
435,5865,plan de jubilación,Activos financieros,198017.87
436,10148,inversiones,Activos financieros,198693.73
437,8857,plan de jubilación,Activos financieros,33120.19
438,324,inversiones,Activos financieros,45547.83
439,8265,ahorro,Activos financieros,7605.28
440,3848,plan de jubilación,Activos financieros,150785.79
441,3660,plan de jubilación,Activos financieros,112592.59
442,10751,inversiones,Activos financieros,91923.27
443,5242,plan de jubilación,Activos financieros,127615.68
444,8417,plan de jubilación,Activos financieros,24708.25
445,7398,plan de jubilación,Activos financieros,184960.81
446,2403,plan de jubilación,Activos financieros,11336.90
447,11912,inversiones,Activos financieros,250951.63
448,11353,inversiones,Activos financieros,285285.10
449,8367,plan de jubilación,Activos financieros,146180.51
450,8352,plan de jubilación,Activos financieros,132146.14
451,2877,plan de jubilación,Activos financieros,49464.84
452,4010,plan de jubilación,Activos financieros,160522.26
453,1171,ahorro,Activos financieros,47266.03
454,2649,plan de jubilación,Activos financieros,83659.27
455,22,ahorro,Activos financieros,33315.46
456,2068,plan de jubilación,Activos financieros,75613.36
457,10288,inversiones,Activos financieros,11972.44
458,8373,plan de jubilación,Activos financieros,66837.72
459,7703,plan de jubilación,Activos financieros,216903.09
460,3567,inversiones,Activos financieros,260940.88
461,5462,plan de jubilación,Activos financieros,18280.00
462,2693,plan de jubilación,Activos financieros,157545.30
463,11960,inversiones,Activos financieros,133170.25
464,6981,ahorro,Activos financieros,27072.10
465,8685,plan de jubilación,Activos financieros,112338.44
466,4423,plan de jubilación,Activos financieros,34749.39
467,1227,inversiones,Activos financieros,239994.81
468,1273,ahorro,Activos financieros,31419.64
469,3125,inversiones,Activos financieros,122989.22
470,9771,ahorro,Activos financieros,46414.07
471,7202,inversiones,Activos financieros,249810.81
472,10429,inversiones,Activos financieros,88266.61
473,12338,plan de jubilación,Activos financieros,106795.13
474,7222,plan de jubilación,Activos financieros,64714.07
475,3649,ahorro,Activos financieros,38666.81
476,4715,inversiones,Activos financieros,224141.47
477,9125,ahorro,Activos financieros,27986.62
478,8946,plan de jubilación,Activos financieros,233890.86
479,3071,plan de jubilación,Activos financieros,206034.62
480,7760,inversiones,Activos financieros,90268.20
481,1669,inversiones,Activos financieros,299671.80
482,6454,ahorro,Activos financieros,44931.47
483,938,plan de jubilación,Activos financieros,86447.79
484,3266,plan de jubilación,Activos financieros,116559.43
485,906,ahorro,Activos financieros,98087.08
486,707,inversiones,Activos financieros,115508.28
487,9859,ahorro,Activos financieros,32158.54
488,4997,inversiones,Activos financieros,274115.62
489,1732,plan de jubilación,Activos financieros,247161.43
490,283,ahorro,Activos financieros,49785.20
491,9308,ahorro,Activos financieros,50477.97
492,558,plan de jubilación,Activos financieros,218076.58
493,4976,ahorro,Activos financieros,52832.13
494,7993,ahorro,Activos financieros,72383.16
495,3511,inversiones,Activos financieros,291017.08
496,3248,plan de jubilación,Activos financieros,196473.70
497,10646,plan de jubilación,Activos financieros,157698.55
498,6448,inversiones,Activos financieros,25014.28
499,4516,inversiones,Activos financieros,257943.31
500,2126,plan de jubilación,Activos financieros,158565.80
501,1721,inversiones,Activos financieros,11733.83
502,11126,ahorro,Activos financieros,63300.52
503,1922,ahorro,Activos financieros,74803.25
504,12052,ahorro,Activos financieros,76156.78
505,12048,ahorro,Activos financieros,44646.02
506,4369,plan de jubilación,Activos financieros,226338.90
507,5888,plan de jubilación,Activos financieros,200055.15
508,6058,plan de jubilación,Activos financieros,96836.07
509,6303,ahorro,Activos financieros,53351.05
510,7718,inversiones,Activos financieros,237963.32
511,2131,ahorro,Activos financieros,8357.35
512,6217,inversiones,Activos financieros,205257.24
513,11474,inversiones,Activos financieros,43792.20
514,12053,inversiones,Activos financieros,76939.22
515,6098,inversiones,Activos financieros,3809.83
516,7600,plan de jubilación,Activos financieros,171014.67
517,5235,ahorro,Activos financieros,44452.11
518,8359,inversiones,Activos financieros,90447.12
519,12337,inversiones,Activos financieros,75779.37
520,11303,ahorro,Activos financieros,99937.67
521,12085,ahorro,Activos financieros,24101.97
522,10493,plan de jubilación,Activos financieros,145828.92
523,3681,plan de jubilación,Activos financieros,10375.20
524,7042,plan de jubilación,Activos financieros,72247.69
525,7718,inversiones,Activos financieros,233715.17
526,7317,inversiones,Activos financieros,223806.47
527,6774,ahorro,Activos financieros,60902.97
528,7106,ahorro,Activos financieros,63843.48
529,4363,plan de jubilación,Activos financieros,171052.29
530,4512,inversiones,Activos financieros,204575.67
531,923,inversiones,Activos financieros,30052.02
532,10707,inversiones,Activos financieros,12787.35
533,870,ahorro,Activos financieros,58167.59
534,2829,ahorro,Activos financieros,9468.27
535,4946,plan de jubilación,Activos financieros,188132.81
536,7332,ahorro,Activos financieros,13649.90
537,5209,plan de jubilación,Activos financieros,135058.83
538,6307,ahorro,Activos financieros,26068.52
539,5167,plan de jubilación,Activos financieros,187907.04
540,11171,ahorro,Activos financieros,47098.97
541,12240,ahorro,Activos financieros,75538.07
542,5046,inversiones,Activos financieros,217540.80
543,11859,inversiones,Activos financieros,110366.74
544,12173,ahorro,Activos financieros,26813.63
545,11915,plan de jubilación,Activos financieros,95303.49
546,7178,plan de jubilación,Activos financieros,148217.22
547,225,plan de jubilación,Activos financieros,31544.80
548,11321,plan de jubilación,Activos financieros,11131.04
549,1980,plan de jubilación,Activos financieros,229237.70
550,9484,inversiones,Activos financieros,19901.90
551,2129,inversiones,Activos financieros,91354.86
552,8837,ahorro,Activos financieros,14407.81
553,9511,plan de jubilación,Activos financieros,249002.21
554,10000,ahorro,Activos financieros,23862.60
555,697,ahorro,Activos financieros,39170.26
556,11661,inversiones,Activos financieros,284864.85
557,3217,inversiones,Activos financieros,126318.90
558,5102,inversiones,Activos financieros,47202.35
559,11493,inversiones,Activos financieros,30607.47
560,11767,inversiones,Activos financieros,123026.65
561,9242,ahorro,Activos financieros,69182.93
562,11736,plan de jubilación,Activos financieros,113950.49
563,6353,plan de jubilación,Activos financieros,29341.88
564,4953,plan de jubilación,Activos financieros,138394.14
565,6465,plan de jubilación,Activos financieros,19834.77
566,7785,ahorro,Activos financieros,96836.58
567,8031,ahorro,Activos financieros,66445.49
568,7397,inversiones,Activos financieros,179546.64
569,6150,ahorro,Activos financieros,78786.06
570,6066,ahorro,Activos financieros,78804.32
571,7580,ahorro,Activos financieros,83066.87
572,7285,ahorro,Activos financieros,58845.12
573,5662,plan de jubilación,Activos financieros,194720.30
574,10779,ahorro,Activos financieros,28088.85
575,6416,ahorro,Activos financieros,54251.44
576,11063,ahorro,Activos financieros,66275.24
577,2025,ahorro,Activos financieros,1978.60
578,1696,inversiones,Activos financieros,97807.67
579,5864,plan de jubilación,Activos financieros,17837.76
580,1474,plan de jubilación,Activos financieros,133890.95
581,10490,ahorro,Activos financieros,47886.47
582,11564,inversiones,Activos financieros,178506.14
583,9215,inversiones,Activos financieros,67243.38
584,1597,ahorro,Activos financieros,72860.68
585,6285,inversiones,Activos financieros,91187.47
586,3637,ahorro,Activos financieros,6552.13
587,8516,plan de jubilación,Activos financieros,109437.04
588,7065,plan de jubilación,Activos financieros,179538.32
589,11397,ahorro,Activos financieros,89977.04
590,11295,inversiones,Activos financieros,45351.81
591,2114,plan de jubilación,Activos financieros,157957.79
592,4010,inversiones,Activos financieros,213933.69
593,3485,inversiones,Activos financieros,159636.49
594,8285,inversiones,Activos financieros,182022.61
595,2853,inversiones,Activos financieros,35209.81
596,9560,inversiones,Activos financieros,263434.16
597,3186,inversiones,Activos financieros,259782.20
598,2008,plan de jubilación,Activos financieros,222582.30
599,10056,plan de jubilación,Activos financieros,207717.71
600,11430,plan de jubilación,Activos financieros,183755.06
601,10943,plan de jubilación,Activos financieros,81568.27
602,4051,plan de jubilación,Activos financieros,238630.17
603,3809,plan de jubilación,Activos financieros,21447.66
604,4138,ahorro,Activos financieros,43471.71
605,5456,inversiones,Activos financieros,112421.41
606,5891,inversiones,Activos financieros,18934.31
607,5904,inversiones,Activos financieros,99564.15
608,12034,plan de jubilación,Activos financieros,91631.53
609,963,plan de jubilación,Activos financieros,217682.58
610,7344,ahorro,Activos financieros,96855.66
611,3298,plan de jubilación,Activos financieros,91153.32
612,3717,inversiones,Activos financieros,64608.90
613,2493,plan de jubilación,Activos financieros,59939.99
614,9646,plan de jubilación,Activos financieros,212116.49
615,4764,ahorro,Activos financieros,76379.26
